time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition
0,0,0,0,0,0,0,0,0,0,0,0,0
0.100000000000000006,1.00000000000000461e-09,10,0,0,0,0,0,0,0,0,7.2172381178700551e-15,0
0.300000000000000044,9.99999999999951259e-10,5,0,0,0,0,0,0,0,0,7.77399088307657229e-15,0
0.700000000000000067,9.99999999999924168e-10,3,0,0,0,0,0,0,0,0,6.62840947805581291e-15,0
1.5,1.00000000000021637e-09,3,0,0,0,0,0,0,0,0,7.60742599238361873e-15,0
3.10000000000000009,1.00000000000108905e-09,6,0,0,0,0,0,0,0,0,5.79689261598693731e-15,0
6.30000000000000071,1.000000000000753e-09,5,0,0,0,0,0,0,0,0,6.31612126576471736e-15,0
12.7000000000000011,9.9999999999135313e-10,6,0,0,0,0,0,0,0,0,6.28041707672377244e-15,0
25.5,9.99999999962317022e-10,5,0,0,0,0,0,0,0,0,8.23797685053552412e-15,0
50.4723713102753777,9.99999999937705918e-10,5,0,0,0,0,0,0,0,0,8.423059721105139e-15,0
93.2526298786484631,9.99999999994860789e-10,5,0,0,0,0,0,0,0,0,7.60501940965306921e-15,0
174.116323440649069,1.00000000009837851e-09,6,0,0,0,0,0,0,0,0,7.60467406422887016e-15,0
271.61925925650587,9.99999999813085161e-10,4,0,0,0,0,0,0,0,0,6.68237029346861874e-15,0
405.82174018335661,9.99999998761837658e-10,5,0,0,0,0,0,0,0,0,1.06709066955921713e-14,0
674.226702037058089,9.99999995476813518e-10,4,0,0,0,0,0,0,0,0,6.8686588285846858e-15,0
958.116643645036106,9.99999991292165116e-10,4,0,0,0,0,0,0,0,0,9.03876981838577836e-15,0
1310.36146360828002,9.99999985092109348e-10,5,0,0,0,0,0,0,0,0,7.12451712111300679e-15,0
1982.80921846625779,9.99999969135924372e-10,5,0,0,0,0,0,0,0,0,7.95333584492800691e-15,0
2728.2470003678568,9.99999944737837847e-10,4,0,0,0,0,0,0,0,0,8.46096753253281499e-15,0
3526.72846958018499,9.99999912115798215e-10,10,0,0,0,0,0,0,0,0,6.74876762628891337e-15,0
4275.21776922156278,9.99999876966348546e-10,6,0,0,0,0,0,0,0,0,1.13550146098921862e-14,0
4986.10390249380998,9.99999840293897242e-10,6,0,0,0,0,0,0,0,0,8.22487128256523253e-15,0
5719.9265538481859,9.99999799446011086e-10,4,0,0,0,0,0,0,0,0,6.25064769351093623e-15,0
6534.36770335801884,9.99999750872899074e-10,5,0,0,0,0,0,0,0,0,7.3502859156673366e-15,0
7479.26043109795228,9.99999690749194153e-10,6,0,0,0,0,0,0,0,0,8.12599275415552009e-15,0
8533.55457833855326,9.99999619571655504e-10,6,0,0,0,0,0,0,0,0,7.45917559679099968e-15,0
9623.80177131941673,9.99999542120008363e-10,5,0,0,0,0,0,0,0,0,9.04210649292324987e-15,0
10722.8628716122439,9.99999460654453238e-10,6,0,0,0,0,0,0,0,0,9.30350459557998293e-15,0
11853.733308798126,9.99999373752034954e-10,4,0,0,0,0,0,0,0,0,1.01539754498030705e-14,0
13058.8681406057622,9.99999278146642237e-10,5,0,0,0,0,0,0,0,0,7.60072630587797204e-15,0
14375.6331407491598,9.9999917061184925e-10,5,0,0,0,0,0,0,0,0,8.38850458106080068e-15,0
15813.5575914431356,9.99999050007159214e-10,5,0,0,0,0,0,0,0,0,1.03623476930895119e-14,0
17349.7783318930124,9.99998917992360903e-10,7,0,0,0,0,0,0,0,0,1.14999997375205076e-14,0
18958.994952968591,9.99998776670306664e-10,5,0,0,0,0,0,0,0,0,7.98076395256042558e-15,0
20640.1439402331453,9.99998626153636991e-10,6,0,0,0,0,0,0,0,0,5.59978677033963461e-15,0
22414.6997757851277,9.99998464498433604e-10,5,0,0,0,0,0,0,0,0,6.00704524994340843e-15,0
24311.104101923549,9.9999828899752006e-10,5,0,0,0,0,0,0,0,0,7.17881827636993238e-15,0
26348.4730753772528,9.99998097695327032e-10,5,0,0,0,0,0,0,0,0,7.34726984971784575e-15,0
28528.4719315701077,9.99997890243801321e-10,4,0,0,0,0,0,0,0,0,7.96652934591972565e-15,0
