time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition
3763769058.37533331,9.29555113001268284e-10,3,0,0,0,0,0,0,0,0,0,0
3779255216.32983875,9.29555377463342435e-10,3,0,0,0,0,0,0,0,0,0,0
3795401230.92661285,9.29555628203915249e-10,3,0,0,0,0,0,0,0,0,0,0
3812388580.12546301,9.29555885857047535e-10,3,0,0,0,0,0,0,0,0,0,0
3829329966.30212498,9.29556157556762311e-10,3,0,0,0,0,0,0,0,0,0,0
3845604238.70789337,9.29556450804247081e-10,3,0,0,0,0,0,0,0,0,0,0
3861397816.10659933,9.29556781266408525e-10,3,0,0,0,0,0,0,0,0,0,0
3876889177.97962856,9.29557162520453663e-10,3,0,0,0,0,0,0,0,0,0,0
3892207225.60285568,9.2955760624441209e-10,3,0,0,0,0,0,0,0,0,0,0
3907480151.85442305,9.29558124079086967e-10,3,0,0,0,0,0,0,0,0,0,0
3922809704.81958199,9.2955872737835359e-10,3,0,0,0,0,0,0,0,0,0,0
3938284590.4459343,9.29559427741482586e-10,3,0,0,0,0,0,0,0,0,0,0
3953997011.74604845,9.29560237958132862e-10,3,0,0,0,0,0,0,0,0,0,0
3970051461.26695538,9.29561173001042782e-10,3,0,0,0,0,0,0,0,0,0,0
3986576292.30189037,9.29562251551523171e-10,3,0,0,0,0,0,0,0,0,0,0
4003741249.58694839,9.29563498528491622e-10,3,0,0,0,0,0,0,0,0,0,0
4021788848.8434763,9.29564949734800177e-10,3,0,0,0,0,0,0,0,0,0,0
4039478005.28923416,9.29566511502476379e-10,3,0,0,0,0,0,0,0,0,0,0
4056535309.53535795,9.29568147664508848e-10,3,0,0,0,0,0,0,0,0,0,0
4073042575.90145922,9.29569852101938605e-10,3,0,0,0,0,0,0,0,0,0,0
4089016393.4325633,9.29571614248202925e-10,3,0,0,0,0,0,0,0,0,0,0
4104497930.4734664,9.29573427683988381e-10,3,0,0,0,0,0,0,0,0,0,0
4119527928.48791122,9.29575287803742744e-10,3,0,0,0,0,0,0,0,0,0,0
4134129136.65613794,9.29577189400918787e-10,3,0,0,0,0,0,0,0,0,0,0
4148318855.16087961,9.29579127776679508e-10,3,0,0,0,0,0,0,0,0,0,0
4162112354.09904766,9.29581098997812422e-10,3,0,0,0,0,0,0,0,0,0,0
4175523262.81634998,9.29583099816126399e-10,3,0,0,0,0,0,0,0,0,0,0
4188564545.83064938,9.29585127692986149e-10,3,0,0,0,0,0,0,0,0,0,0
4201248661.58305216,9.29587180726758863e-10,3,0,0,0,0,0,0,0,0,0,0
4213587477.34463739,9.29589257548170805e-10,3,0,0,0,0,0,0,0,0,0,0
4225592282.7352252,9.29591357236169597e-10,3,0,0,0,0,0,0,0,0,0,0
4237273814.05393744,9.29593479242287551e-10,3,0,0,0,0,0,0,0,0,0,0
4248642285.87211752,9.29595623324973453e-10,3,0,0,0,0,0,0,0,0,0,0
4259707433.09789515,9.2959778949303388e-10,3,0,0,0,0,0,0,0,0,0,0
4270478550.69143391,9.29599977957558397e-10,3,0,0,0,0,0,0,0,0,0,0
4280964528.22231102,9.29602189088929222e-10,3,0,0,0,0,0,0,0,0,0,0
4291173880.3199811,9.29604423381012471e-10,3,0,0,0,0,0,0,0,0,0,0
4301114773.30074596,9.29606681419456774e-10,3,0,0,0,0,0,0,0,0,0,0
4310795048.60391331,9.29608963854861189e-10,3,0,0,0,0,0,0,0,0,0,0
4320222243.86082935,9.29611271380196998e-10,3,0,0,0,0,0,0,0,0,0,0
4329403611.73293686,9.29613604711843661e-10,3,0,0,0,0,0,0,0,0,0,0
4338346137.02896309,9.29615964573363357e-10,3,0,0,0,0,0,0,0,0,0,0
4347056552.23726368,9.29618351682800452e-10,3,0,0,0,0,0,0,0,0,0,0
4355541351.64352989,9.2962076674164836e-10,3,0,0,0,0,0,0,0,0,0,0
4363806804.28818035,9.29623210426383038e-10,3,0,0,0,0,0,0,0,0,0,0
4371858965.79929543,9.29625683381596661e-10,3,0,0,0,0,0,0,0,0,0,0
4379703689.25808239,9.29628186214882652e-10,3,0,0,0,0,0,0,0,0,0,0
4387346635.28576279,9.29630719492761192e-10,3,0,0,0,0,0,0,0,0,0,0
4394793281.25293064,9.29633283737925434e-10,3,0,0,0,0,0,0,0,0,0,0
4402048929.90089321,9.29635879427534517e-10,3,0,0,0,0,0,0,0,0,0,0
4409118717.28191471,9.29638506992155076e-10,3,0,0,0,0,0,0,0,0,0,0
4416007620.17278767,9.29641166815562727e-10,3,0,0,0,0,0,0,0,0,0,0
4422720462.97464657,9.29643859234595445e-10,3,0,0,0,0,0,0,0,0,0,0
4429261924.12298298,9.2964658454063577e-10,3,0,0,0,0,0,0,0,0,0,0
4435636542.13951492,9.29649342979699312e-10,3,0,0,0,0,0,0,0,0,0,0
4441848721.24558163,9.29652134754760789e-10,3,0,0,0,0,0,0,0,0,0,0
4447902736.64704704,9.29654960026525676e-10,3,0,0,0,0,0,0,0,0,0,0
4453802739.51280785,9.29657818915784987e-10,3,0,0,0,0,0,0,0,0,0,0
4459552761.62159634,9.29660711504950106e-10,3,0,0,0,0,0,0,0,0,0,0
